Name,Website,Phone Number,City,State,Number of Employees,zia_industry,zia_company_stage,zia_org_size,zia_service_line,zia_client_health,Create Date
Beacon Dentistry,https://beacondentistry5856.example,+13096287007,New York,NY,18,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-05-22
Lockhart Family Dental,https://lockhartfamilydental5857.example,+18883701492,Los Angeles,CA,7,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-11-30
Meridian Dental Group,https://meridiandentalgroup5858.example,+12845341620,Chicago,IL,64,General Dentistry — Group,active_client,4,organizational_design,healthy,2025-04-22
Prescott ENT Associates,https://prescottentassociates.example,+19794245306,Houston,TX,14,Medical — Specialty,active_client,1,organizational_design,healthy,2025-09-18
Camden Dental Care Group,https://camdendentalcaregroup5860.example,+14205721241,Phoenix,AZ,39,General Dentistry — Group,active_client,3,organizational_design,healthy,2025-10-15
Wynn Surgical Arts,https://wynnsurgicalarts5861.example,+16975784663,Philadelphia,PA,14,Oral Surgery,active_client,1,organizational_design,watchlist,2025-03-26
Summit Ridge Dentistry,https://summitridgedentistry5862.example,+18187921127,San Antonio,TX,20,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-05-30
Cedar Point Dental Studio,https://cedarpointdentalstudio5863.example,+18364899193,San Diego,CA,16,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-02-13
Pinehurst Dentistry,https://pinehurstdentistry5864.example,+13879431143,Dallas,TX,11,General Dentistry — Solo,active_client,1,organizational_design,healthy,2026-07-02
Draycott Orthodontic Group,https://draycottorthodonticgroup5865.example,+13012643229,San Jose,CA,28,Orthodontics,active_client,2,organizational_design,healthy,2026-02-13
Kingsley Dental Care Group,https://kingsleydentalcaregroup5866.example,+17147669551,Austin,TX,60,General Dentistry — Group,active_client,5,organizational_design,healthy,2024-10-12
Wexford Family Dental,https://wexfordfamilydental5867.example,+13749101462,Jacksonville,FL,6,General Dentistry — Solo,active_client,1,organizational_design,healthy,2026-06-28
Riverstone Dental Group,https://riverstonedentalgroup5868.example,+16824234111,Fort Worth,TX,70,General Dentistry — Group,at_risk,5,organizational_design,at_risk,2025-08-18
Prescott Dental Group,https://prescottdentalgroup5869.example,+18716734472,Columbus,OH,85,General Dentistry — Group,active_client,5,organizational_design,healthy,2025-12-21
Clearwater Dental Care Group,https://clearwaterdentalcaregroup5870.example,+17972945383,Indianapolis,IN,50,General Dentistry — Group,active_client,5,organizational_design,healthy,2025-05-20
Draycott Smile Partners,https://draycottsmilepartners5871.example,+16982889437,Charlotte,NC,629,Dental Services Organization,active_client,37,organizational_design,healthy,2026-01-20
Belmont Dental Group,https://belmontdentalgroup5872.example,+16798293702,San Francisco,CA,52,DSO,active_client,4,organizational_design,healthy,2024-12-07
Wexford Dental Studio,https://wexforddentalstudio5873.example,+12055884599,Seattle,WA,5,General Dentistry — Solo,active_client,1,organizational_design,watchlist,2024-09-18
Stonebridge Pediatric Dentistry,https://stonebridgepediatricdentistr5874.example,+13762597581,Denver,CO,16,Pediatric Dentistry,active_client,1,organizational_design,watchlist,2025-07-31
Granville Periodontics,https://granvilleperiodontics.example,+16694689959,Boston,MA,21,Periodontics,active_client,1,organizational_design,healthy,2025-08-03
Ashford Family Dental,https://ashfordfamilydental5876.example,+14547182034,El Paso,TX,8,General Dentistry — Solo,active_client,1,organizational_design,healthy,2026-03-05
Prescott Orthodontic Group,https://prescottorthodonticgroup5877.example,+19445291344,Nashville,TN,68,Orthodontics,active_client,4,organizational_design,watchlist,2025-03-13
Glenwood Dental Group,https://glenwooddentalgroup5878.example,+12038843498,Detroit,MI,85,General Dentistry — Group,active_client,5,organizational_design,healthy,2025-03-10
Tarrant Children’s Dental,https://tarrantchildrensdental5879.example,+17133164969,Oklahoma City,OK,14,Pediatric Dentistry,active_client,1,organizational_design,healthy,2025-11-13
Redwood Sports Rehab,https://redwoodsportsrehab5880.example,+17824343854,Portland,OR,6,Physical Therapy,active_client,1,organizational_design,healthy,2025-08-16
Westgate Endodontic Associates,https://westgateendodonticassociates5881.example,+19548985156,Las Vegas,NV,13,Periodontics,active_client,1,organizational_design,watchlist,2024-11-26
Everly Oral Surgery Associates,https://everlyoralsurgeryassociates5882.example,+16037999637,Memphis,TN,16,Oral Surgery,active_client,1,organizational_design,healthy,2025-08-16
Granville Dental Studio,https://granvilledentalstudio5883.example,+12605446955,Louisville,KY,15,General Dentistry — Solo,active_client,1,organizational_design,healthy,2026-08-06
Harbour Dental Care Group,https://harbourdentalcaregroup5884.example,+14322473368,Baltimore,MD,44,General Dentistry — Group,active_client,4,organizational_design,healthy,2025-11-06
Granville Kids Dental Care,https://granvillekidsdentalcare.example,+14977605468,Milwaukee,WI,7,Pediatric Dentistry,active_client,1,organizational_design,watchlist,2025-10-03
Foxfield Children’s Dental,https://foxfieldchildrensdental5886.example,+14793438644,Albuquerque,NM,14,dental group,active_client,1,organizational_design,healthy,2026-01-12
Kingsley Family Dental,https://kingsleyfamilydental5887.example,+19957568869,Tucson,AZ,17,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-09-28
Harbour Dental Group,https://harbourdentalgroup5888.example,+17953867422,Fresno,CA,48,GP dental,active_client,3,organizational_design,healthy,2024-08-20
Ashford Dental Care,https://ashforddentalcare5889.example,+18073995743,Mesa,AZ,17,General Dentistry — Solo,active_client,1,organizational_design,healthy,2026-03-02
Wynn Dental Group,https://wynndentalgroup5890.example,+18762327692,Sacramento,CA,48,General Dentistry — Group,active_client,3,organizational_design,healthy,2026-01-10
Northline Dental Group,https://northlinedentalgroup5891.example,+18834817669,Atlanta,GA,36,General Dentistry — Group,active_client,2,organizational_design,healthy,2026-02-02
Prescott Periodontal Specialists,https://prescottperiodontalspecialis5892.example,+16835552309,Kansas City,MO,5,,active_client,1,organizational_design,healthy,2026-07-18
Wexford Dental Group,https://wexforddentalgroup5893.example,+12614843080,Long Beach,CA,51,General Dentistry — Group,active_client,3,organizational_design,watchlist,2026-04-20
Fieldstone Family Dentistry Group,https://fieldstonefamilydentistrygro5894.example,+13976115971,Raleigh,NC,32,General Dentistry — Group,active_client,2,organizational_design,healthy,2026-07-21
Lockhart Dental Associates,https://lockhartdentalassociates5895.example,+12949096679,Miami,FL,70,ortho,active_client,5,organizational_design,healthy,2024-08-24
Westgate Oral & Maxillofacial Surgery,https://westgateoralmaxillofacialsur5896.example,+12365795196,Cleveland,OH,12,Oral Surgery,active_client,1,organizational_design,healthy,2024-11-13
Tarrant Endodontic Associates,https://tarrantendodonticassociates5897.example,+12426236163,New Orleans,LA,12,Periodontics,active_client,1,organizational_design,watchlist,2026-01-06
Fieldstone Rehab Associates,https://fieldstonerehabassociates5898.example,+18614633172,Arlington,TX,7,Physical Therapy,active_client,1,organizational_design,healthy,2026-06-14
Wynn Dental Collective,https://wynndentalcollective5899.example,+16929697960,Bakersfield,CA,126,Dental Services Organization,active_client,9,organizational_design,healthy,2025-03-01
Granville Oral Health Partners,https://granvilleoralhealthpartners5900.example,+16565189164,Tampa,FL,315,Dental Services Organization,active_client,21,organizational_design,healthy,2025-10-28
Summit Ridge Oral & Maxillofacial Surgery,https://summitridgeoralmaxillofacial5901.example,+15658429996,Aurora,CO,18,Oral Surgery,active_client,1,organizational_design,healthy,2025-12-30
Granville Dental Partners,https://granvilledentalpartners5902.example,+18936341804,Santa Ana,CA,78,Dental Services Organization,active_client,6,organizational_design,healthy,2025-01-15
Camden Oral & Maxillofacial Surgery,https://camdenoralmaxillofacialsurge5903.example,+15872105087,Anaheim,CA,14,Oral Surgery,active_client,1,organizational_design,watchlist,2025-06-19
Beacon Family Dental,https://beaconfamilydental5904.example,+17873509071,New York,NY,6,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-04-29
Ellswood Dental Care,https://ellswooddentalcare5905.example,+12147677653,Los Angeles,CA,11,General Dentistry — Solo,active_client,1,organizational_design,healthy,2026-01-30
Brookvale Rehab Associates,https://brookvalerehabassociates.example,+15042606979,Chicago,IL,21,Physical Therapy,active_client,1,organizational_design,healthy,2025-11-21
Camden Family Dentistry Group,https://camdenfamilydentistrygroup5907.example,+17217606389,Houston,TX,50,General Dentistry — Group,active_client,5,organizational_design,healthy,2025-01-27
Northline Oral Health Partners,https://northlineoralhealthpartners5908.example,+19655793830,Phoenix,AZ,119,Dental Services Organization,active_client,7,organizational_design,healthy,2026-03-06
Nortonville Smile Dentistry,https://nortonvillesmiledentistry5909.example,+17885778222,Philadelphia,PA,15,General Dentistry — Solo,active_client,1,organizational_design,watchlist,2026-06-18
Ashford Surgical Arts,https://ashfordsurgicalarts.example,+12594405674,San Antonio,TX,6,Oral Surgery,active_client,1,organizational_design,healthy,2025-03-02
Maplewood Sports Rehab,https://maplewoodsportsrehab.example,+14239287416,San Diego,CA,7,Physical Therapy,active_client,1,organizational_design,healthy,2026-06-09
Highpoint Children’s Dental,https://highpointchildrensdental5912.example,+17512641326,Dallas,TX,7,Pediatric Dentistry,at_risk,1,organizational_design,at_risk,2026-03-16
Foxfield Oral Surgery Associates,https://foxfieldoralsurgeryassociate5913.example,+19185872649,San Jose,CA,21,Oral Surgery,active_client,1,organizational_design,healthy,2026-07-09
Ashford Dental Group,https://ashforddentalgroup5914.example,+19307702181,Austin,TX,39,General Dentistry — Group,active_client,3,organizational_design,healthy,2025-09-14
Cedar Point Dental Alliance,https://cedarpointdentalalliance5915.example,+15015081233,Jacksonville,FL,143,Dental Services Organization,active_client,11,organizational_design,healthy,2026-01-06
Lockhart Orthodontic Group,https://lockhartorthodonticgroup.example,+15074923904,Fort Worth,TX,34,Orthodontics,active_client,2,organizational_design,healthy,2024-10-12
Harbour Dental Care Group,https://harbourdentalcaregroup5917.example,+13032879620,Columbus,OH,64,General Dentistry — Group,active_client,4,organizational_design,healthy,2025-03-29
Summit Ridge Dental Care Group,https://summitridgedentalcaregroup5918.example,+18162738124,Indianapolis,IN,28,General Dentistry — Group,active_client,2,organizational_design,healthy,2025-04-19
Stonebridge Orthodontic Group,https://stonebridgeorthodonticgroup5919.example,+16419386554,Charlotte,NC,36,Orthodontics,active_client,2,organizational_design,healthy,2026-06-08
Fieldstone Dental Partners,https://fieldstonedentalpartners5920.example,+13114244418,San Francisco,CA,165,Dental Services Organization,active_client,15,organizational_design,healthy,2026-07-16
Draycott Dermatology Group,https://draycottdermatologygroup5921.example,+12666356072,Seattle,WA,5,Medical — Specialty,active_client,1,organizational_design,healthy,2025-08-12
Meridian Dentistry,https://meridiandentistry5922.example,+14748821327,Denver,CO,15,General Dentistry — Solo,active_client,1,organizational_design,healthy,2024-10-05
Kingsley Rehab Associates,https://kingsleyrehabassociates5923.example,+19576215135,Boston,MA,22,Physical Therapy,at_risk,1,organizational_design,at_risk,2025-01-31
Clearwater Dentistry,https://clearwaterdentistry5924.example,+17592249160,El Paso,TX,13,General Dentistry — Solo,active_client,1,organizational_design,watchlist,2025-07-24
Thornbury Smile Partners,https://thornburysmilepartners5925.example,+18396727495,Nashville,TN,68,Dental Services Organization,at_risk,4,organizational_design,at_risk,2025-09-16
Cedar Point Orthodontic Specialists,https://cedarpointorthodonticspecial5926.example,+18525336169,Detroit,MI,51,Orthodontics,active_client,3,organizational_design,healthy,2025-04-26
Thornbury Surgical Arts,https://thornburysurgicalarts5927.example,+15458636890,Oklahoma City,OK,13,Oral Surgery,active_client,1,organizational_design,healthy,2026-05-04
Granville Dental Collective,https://granvilledentalcollective5928.example,+17282262843,Portland,OR,68,Dental Services Organization,active_client,4,organizational_design,healthy,2026-01-12
Hollis Physical Therapy,https://hollisphysicaltherapy5929.example,+15338766147,Las Vegas,NV,11,Physical Therapy,active_client,1,organizational_design,watchlist,2025-09-28
Granville Periodontal Specialists,https://granvilleperiodontalspeciali5930.example,+19425953685,Memphis,TN,17,Periodontics,at_risk,1,organizational_design,at_risk,2024-10-22
Beacon Dental Partners,https://beacondentalpartners5931.example,+18057975687,Louisville,KY,348,Dental Services Organization,active_client,29,organizational_design,healthy,2026-04-23
Oakhurst Oral Health Partners,https://oakhurstoralhealthpartners5932.example,+13335619945,Baltimore,MD,160,Dental Services Organization,active_client,10,organizational_design,watchlist,2026-05-04
Nortonville Dermatology Group,https://nortonvilledermatologygroup5933.example,+14486302046,Milwaukee,WI,15,Medical — Specialty,active_client,1,organizational_design,healthy,2026-01-04
Prescott Dental Group,https://prescottdentalgroup5934.example,+16403636936,Albuquerque,NM,85,General Dentistry — Group,at_risk,5,organizational_design,at_risk,2024-12-22
Pinehurst Oral Surgery Associates,https://pinehurstoralsurgeryassociat5935.example,+13998925205,Tucson,AZ,9,Oral Surgery,active_client,1,organizational_design,healthy,2025-09-17
Silverbrook Periodontal Specialists,https://silverbrookperiodontalspecia5936.example,+13714138756,Fresno,CA,12,Periodontics,at_risk,1,organizational_design,at_risk,2025-06-06
Foxfield Dental Care Group,https://foxfielddentalcaregroup5937.example,+14765953161,Mesa,AZ,20,General Dentistry — Group,active_client,2,organizational_design,watchlist,2026-03-22
Hollis Children’s Dental,https://hollischildrensdental.example,+12318487307,Sacramento,CA,20,Pediatric Dentistry,active_client,1,organizational_design,healthy,2024-11-02
Pinehurst Dental Alliance,https://pinehurstdentalalliance5939.example,+16368889083,Atlanta,GA,260,Dental Services Organization,active_client,20,organizational_design,healthy,2024-08-12
Beacon Dental Collective,https://beacondentalcollective5940.example,+14332601315,Kansas City,MO,360,Dental Services Organization,active_client,30,organizational_design,healthy,2025-09-17
Draycott Family Dental,https://draycottfamilydental5941.example,+19334177396,Long Beach,CA,17,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-01-12
Foxfield Endodontic Associates,https://foxfieldendodonticassociates5942.example,+16785501570,Raleigh,NC,21,Periodontics,at_risk,1,organizational_design,at_risk,2024-09-06
Lockhart Dental Collective,https://lockhartdentalcollective5943.example,+13566438982,Miami,FL,432,Dental Services Organization,active_client,24,organizational_design,healthy,2026-02-08
Lockhart Dental Group,https://lockhartdentalgroup5944.example,+18089456757,Cleveland,OH,65,General Dentistry — Group,active_client,5,organizational_design,healthy,2025-09-10
Prescott Dental Group,https://prescottdentalgroup5945.example,+14568402114,New Orleans,LA,60,General Dentistry — Group,active_client,5,organizational_design,watchlist,2025-06-04
Cavendish Family Dental,https://cavendishfamilydental5946.example,+17583319744,Arlington,TX,19,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-03-16
Clearwater Dental Associates,https://clearwaterdentalassociates5947.example,+18257298673,Bakersfield,CA,54,General Dentistry — Group,active_client,3,organizational_design,healthy,2025-11-08
Everly Dental Associates,https://everlydentalassociates5948.example,+18365418478,Tampa,FL,64,General Dentistry — Group,active_client,4,organizational_design,healthy,2025-03-25
Beacon Dental Care Group,https://beacondentalcaregroup5949.example,+19489845038,Aurora,CO,54,General Dentistry — Group,active_client,3,organizational_design,healthy,2025-04-29
Wynn Orthodontics,https://wynnorthodontics5950.example,+18927173280,Santa Ana,CA,48,Orthodontics,active_client,3,organizational_design,healthy,2025-11-21
Wynn Smile Partners,https://wynnsmilepartners5951.example,+16953198477,Anaheim,CA,72,Dental Services Organization,active_client,4,organizational_design,healthy,2025-09-24
Pinehurst Oral Health Partners,https://pinehurstoralhealthpartners5952.example,+17318814696,New York,NY,221,Dental Services Organization,active_client,13,organizational_design,healthy,2025-07-08
Cavendish Dental Partners,https://cavendishdentalpartners5953.example,+13343674821,Los Angeles,CA,372,Dental Services Organization,at_risk,31,organizational_design,at_risk,2024-11-24
Ridgeway Oral Surgery Associates,https://ridgewayoralsurgeryassociate5954.example,+19139984135,Chicago,IL,22,Oral Surgery,active_client,1,organizational_design,healthy,2025-12-08
Clearwater Periodontics,https://clearwaterperiodontics.example,+12628875348,Houston,TX,18,Periodontics,at_risk,1,organizational_design,at_risk,2025-01-19
Alder Creek Family Dental,https://aldercreekfamilydental5956.example,+16252292472,Phoenix,AZ,15,General Dentistry — Solo,active_client,1,organizational_design,healthy,2026-07-18
Everly Orthodontics,https://everlyorthodontics5957.example,+13123702368,Philadelphia,PA,36,Orthodontics,at_risk,3,organizational_design,at_risk,2025-06-30
Hollis Orthodontic Group,https://hollisorthodonticgroup5958.example,+17089023425,San Antonio,TX,24,Orthodontics,active_client,2,organizational_design,healthy,2025-04-05
Cedar Point Family Dental,https://cedarpointfamilydental5959.example,+16313008992,San Diego,CA,11,General Dentistry — Solo,active_client,1,organizational_design,watchlist,2025-03-11
Riverstone Dental Care,https://riverstonedentalcare5960.example,+14709633291,Dallas,TX,7,General Dentistry — Solo,active_client,1,organizational_design,healthy,2024-10-14
Highpoint Dentistry,https://highpointdentistry5961.example,+14762201872,San Jose,CA,18,,active_client,1,organizational_design,healthy,2025-01-15
Oakhurst Smile Partners,https://oakhurstsmilepartners5962.example,+15736098969,Austin,TX,180,Dental Services Organization,active_client,18,organizational_design,watchlist,2025-05-17
Maplewood Dentistry,https://maplewooddentistry5963.example,+17889647609,Jacksonville,FL,20,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-06-13
Prescott Oral Surgery Associates,https://prescottoralsurgeryassociate5964.example,+12568162291,Fort Worth,TX,6,,active_client,1,organizational_design,healthy,2026-01-29
Summit Ridge Pediatric Dentistry,https://summitridgepediatricdentistr.example,+15414907875,Columbus,OH,9,Pediatric Dentistry,active_client,1,organizational_design,healthy,2024-11-07
Belmont Sports Rehab,https://belmontsportsrehab5966.example,+16779916447,Indianapolis,IN,17,Physical Therapy,at_risk,1,organizational_design,at_risk,2025-09-03
Bayview Dental Studio,https://bayviewdentalstudio5967.example,+17943664831,Charlotte,NC,12,General Dentistry — Solo,active_client,1,organizational_design,watchlist,2024-12-10
Clearwater Dental Group,https://clearwaterdentalgroup5968.example,+18729817978,San Francisco,CA,34,General Dentistry — Group,active_client,2,organizational_design,watchlist,2024-08-16
Granville Dental Care,https://granvilledentalcare5969.example,+12483205738,Seattle,WA,7,General Dentistry — Solo,active_client,1,organizational_design,healthy,2026-03-20
Foxfield Surgical Arts,https://foxfieldsurgicalarts5970.example,+13984563215,Denver,CO,12,Oral Surgery,at_risk,1,organizational_design,at_risk,2026-06-12
Fairmont Dental Group,https://fairmontdentalgroup5971.example,+18926461537,Boston,MA,70,General Dentistry — Group,active_client,5,organizational_design,healthy,2026-04-20
Beacon Dental Collective,https://beacondentalcollective5972.example,+13557737791,El Paso,TX,286,Dental Services Organization,at_risk,26,organizational_design,at_risk,2025-09-12
Bayview Orthodontics,https://bayvieworthodontics5973.example,+12135041699,Nashville,TN,24,Orthodontics,active_client,2,organizational_design,healthy,2026-03-24
Highpoint Dental Care Group,https://highpointdentalcaregroup5974.example,+19579987508,Detroit,MI,30,General Dentistry — Group,active_client,3,organizational_design,watchlist,2024-08-23
Wexford Dentistry,https://wexforddentistry5975.example,+16083084201,Oklahoma City,OK,20,General Dentistry — Solo,at_risk,1,organizational_design,at_risk,2025-01-23
Oakhurst Oral Health Partners,https://oakhurstoralhealthpartners5976.example,+18138163764,Portland,OR,170,Dental Services Organization,active_client,10,organizational_design,healthy,2026-06-04
Harbour Braces & Aligners,https://harbourbracesaligners5977.example,+17205766638,Las Vegas,NV,18,Orthodontics,active_client,2,organizational_design,watchlist,2024-12-08
Fairmont Orthodontic Group,https://fairmontorthodonticgroup5978.example,+15085839217,Memphis,TN,19,Orthodontics,active_client,1,organizational_design,healthy,2025-04-18
Lockhart Pediatric Dentistry,https://lockhartpediatricdentistry5979.example,+18776467895,Louisville,KY,20,Pediatric Dentistry,active_client,1,organizational_design,healthy,2024-11-02
Foxfield Dental Care,https://foxfielddentalcare5980.example,+12798459349,Baltimore,MD,8,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-08-25
Meridian Smile Dentistry,https://meridiansmiledentistry5981.example,+13489113504,Milwaukee,WI,15,General Dentistry — Solo,active_client,1,organizational_design,watchlist,2025-02-20
Riverstone Dental Care Group,https://riverstonedentalcaregroup5982.example,+14392723385,Albuquerque,NM,55,General Dentistry — Group,active_client,5,organizational_design,healthy,2025-01-11
Windsor Dental Care,https://windsordentalcare5983.example,+17116915719,Tucson,AZ,18,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-07-10
Bramwell Dental Associates,https://bramwelldentalassociates5984.example,+12806014990,Fresno,CA,56,General Dentistry — Group,active_client,4,organizational_design,healthy,2025-06-17
Everly Braces & Aligners,https://everlybracesaligners5985.example,+18359204404,Mesa,AZ,48,Orthodontics,active_client,4,organizational_design,healthy,2025-10-11
Alder Creek Dental Associates,https://aldercreekdentalassociates5986.example,+15024845922,Sacramento,CA,85,General Dentistry — Group,active_client,5,organizational_design,healthy,2026-03-24
Nortonville Smile Dentistry,https://nortonvillesmiledentistry5987.example,+17859739156,Atlanta,GA,8,General Dentistry — Solo,at_risk,1,organizational_design,at_risk,2025-08-05
Prescott Dental Collective,https://prescottdentalcollective5988.example,+17785556762,Kansas City,MO,494,,active_client,38,organizational_design,healthy,2025-04-24
Pinehurst Orthodontic Group,https://pinehurstorthodonticgroup5989.example,+18822977202,Long Beach,CA,30,Orthodontics,active_client,2,organizational_design,healthy,2025-10-28
Tarrant Dental Care,https://tarrantdentalcare5990.example,+17328513824,Raleigh,NC,9,General Dentistry,active_client,1,organizational_design,watchlist,2025-07-08
Fairmont Oral & Maxillofacial Surgery,https://fairmontoralmaxillofacialsur5991.example,+13039472466,Miami,FL,6,Oral Surgery,at_risk,1,organizational_design,at_risk,2026-05-11
Sinclair Dental Care Group,https://sinclairdentalcaregroup5992.example,+17327635841,Cleveland,OH,39,General Dentistry — Group,active_client,3,organizational_design,healthy,2025-10-06
Lockhart Dental Group,https://lockhartdentalgroup5993.example,+17144904776,New Orleans,LA,90,General Dentistry — Group,active_client,5,organizational_design,healthy,2026-04-23
Tarrant Orthodontic Specialists,https://tarrantorthodonticspecialist5994.example,+15468762389,Arlington,TX,15,,active_client,1,organizational_design,healthy,2026-03-20
Everly Dental Group,https://everlydentalgroup5995.example,+14202561700,Bakersfield,CA,56,General Dentistry — Group,active_client,4,organizational_design,watchlist,2026-06-10
Bramwell Sports Rehab,https://bramwellsportsrehab5996.example,+17999617667,Tampa,FL,20,Physical Therapy,active_client,1,organizational_design,healthy,2026-01-19
Oakhurst Dentistry,https://oakhurstdentistry5997.example,+13658537133,Aurora,CO,5,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-09-30
Belmont Braces & Aligners,https://belmontbracesaligners5998.example,+12562582376,Santa Ana,CA,27,Orthodontics,active_client,3,organizational_design,watchlist,2026-01-29
Windsor Dental Alliance,https://windsordentalalliance5999.example,+14704071482,Anaheim,CA,250,Dental Services Organization,at_risk,25,organizational_design,at_risk,2026-07-16
Ridgeway Oral Surgery Associates,https://ridgewayoralsurgeryassociate6000.example,+14987407242,New York,NY,19,Oral Surgery,active_client,1,organizational_design,watchlist,2025-09-07
Nortonville Dental Studio,https://nortonvilledentalstudio6001.example,+16933825781,Los Angeles,CA,11,General Dentistry — Solo,at_risk,1,organizational_design,at_risk,2026-05-28
Hollis Orthodontic Group,https://hollisorthodonticgroup6002.example,+17037535165,Chicago,IL,48,Orthodontics,active_client,4,organizational_design,healthy,2026-02-06
Draycott Dental Partners,https://draycottdentalpartners6003.example,+15544227968,Houston,TX,312,Dental Services Organization,active_client,26,organizational_design,watchlist,2026-02-23
Westgate Family Dentistry Group,https://westgatefamilydentistrygroup6004.example,+16106263236,Phoenix,AZ,36,General Dentistry — Group,active_client,2,organizational_design,watchlist,2026-08-08
Camden Smile Dentistry,https://camdensmiledentistry6005.example,+16474486409,Philadelphia,PA,7,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-09-16
Stonebridge Dental Associates,https://stonebridgedentalassociates6006.example,+16232242404,San Antonio,TX,36,General Dentistry — Group,active_client,4,organizational_design,healthy,2026-07-17
Ridgeway Smile Dentistry,https://ridgewaysmiledentistry6007.example,+14358154317,San Diego,CA,6,,active_client,1,organizational_design,healthy,2026-01-28
Lakeshore Family Dental,https://lakeshorefamilydental6008.example,+18372408333,Dallas,TX,10,General Dentistry — Solo,active_client,1,organizational_design,healthy,2026-05-26
Westgate Surgical Arts,https://westgatesurgicalarts6009.example,+19336611991,San Jose,CA,16,Oral Surgery,active_client,1,organizational_design,watchlist,2024-12-05
Stonebridge Dental Studio,https://stonebridgedentalstudio6010.example,+14392963783,Austin,TX,16,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-02-01
Cedar Point Smile Dentistry,https://cedarpointsmiledentistry6011.example,+14346471592,Jacksonville,FL,22,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-04-07
Lockhart Dental Group,https://lockhartdentalgroup6012.example,+18796711426,Fort Worth,TX,64,General Dentistry — Group,active_client,4,organizational_design,healthy,2026-02-09
Prescott Periodontal Specialists,https://prescottperiodontalspecialis6013.example,+18892041236,Columbus,OH,12,Periodontics,active_client,1,organizational_design,healthy,2026-05-02
Sinclair Dental Partners,https://sinclairdentalpartners6014.example,+19118797681,Indianapolis,IN,247,Dental Services Organization,active_client,19,organizational_design,healthy,2025-09-24
Nortonville Dental Alliance,https://nortonvilledentalalliance6015.example,+12799009120,Charlotte,NC,128,,active_client,8,organizational_design,healthy,2024-10-05
Northline Dental Studio,https://northlinedentalstudio6016.example,+19318501073,San Francisco,CA,11,General Dentistry — Solo,active_client,1,organizational_design,healthy,2024-08-25
Northline Dental Collective,https://northlinedentalcollective6017.example,+19002316473,Seattle,WA,396,Dental Services Organization,active_client,33,organizational_design,healthy,2025-07-07
Clearwater Orthodontic Specialists,https://clearwaterorthodonticspecial6018.example,+17447357980,Denver,CO,64,Orthodontics,active_client,4,organizational_design,healthy,2025-11-03
Belmont Dentistry,https://belmontdentistry6019.example,+18347994459,Boston,MA,22,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-12-30
Foxfield Orthodontic Group,https://foxfieldorthodonticgroup6020.example,+12209431461,El Paso,TX,32,Orthodontics,at_risk,2,organizational_design,at_risk,2025-10-22
Glenwood Root Canal Specialists,https://glenwoodrootcanalspecialists6021.example,+17755883381,Nashville,TN,22,Periodontics,active_client,1,organizational_design,healthy,2026-01-10
Maplewood Dental Partners,https://maplewooddentalpartners6022.example,+17765913112,Detroit,MI,592,GP dental,active_client,37,organizational_design,healthy,2025-08-21
Nortonville Dental Care Group,https://nortonvilledentalcaregroup6023.example,+16758515797,Oklahoma City,OK,55,General Dentistry — Group,active_client,5,organizational_design,healthy,2024-08-09
Fieldstone Oral Surgery Associates,https://fieldstoneoralsurgeryassocia6024.example,+12323912596,Portland,OR,6,Oral Surgery,active_client,1,organizational_design,healthy,2025-08-27
Windsor Dental Group,https://windsordentalgroup6025.example,+13567625102,Las Vegas,NV,68,General Dentistry — Group,active_client,4,organizational_design,healthy,2024-11-06
Cavendish Dental Studio,https://cavendishdentalstudio6026.example,+12512634665,Memphis,TN,7,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-12-20
Beacon Orthodontic Specialists,https://beaconorthodonticspecialists6027.example,+17164096452,Louisville,KY,44,Orthodontics,active_client,4,organizational_design,healthy,2026-03-01
Westgate Dental Studio,https://westgatedentalstudio6028.example,+12326938782,Baltimore,MD,18,General Dentistry — Solo,active_client,1,organizational_design,healthy,2026-06-12
Lockhart Dental Partners,https://lockhartdentalpartners6029.example,+18528827157,Milwaukee,WI,629,Dental Services Organization,active_client,37,organizational_design,healthy,2025-08-22
Oakhurst Smile Dentistry,https://oakhurstsmiledentistry6030.example,+17612028649,Albuquerque,NM,5,General Dentistry — Solo,active_client,1,organizational_design,watchlist,2024-11-12
Draycott Oral Health Partners,https://draycottoralhealthpartners6031.example,+18254876260,Tucson,AZ,306,Dental Services Organization,active_client,34,organizational_design,healthy,2025-12-05
Stonebridge Endodontic Associates,https://stonebridgeendodonticassocia6032.example,+12575418709,Fresno,CA,16,Periodontics,active_client,1,organizational_design,watchlist,2024-08-12
